1_1_3_0_5_5_-22_0.09,3112
0_1_3_1_5_4_-1_0.1,885
0_0_1_0_5_8_-1_0.05,4217
1_1_3_1_5_11_-25_0.09,2606
0_0_3_1_5_6_-8_0.03,4725
1_1_1_1_5_1_-3_0.01,3558
1_1_3_0_5_5_-22_0.06,1516
0_0_1_1_5_10_-17_0.01,4475
1_1_2_1_5_1_-5_0.01,1927
1_0_3_0_5_12_-4_0.09,3059
0_1_2_1_5_9_-13_0.04,4645
0_0_2_1_5_12_-18_0.08,2174
0_1_3_1_5_11_-21_0.06,2560
0_1_1_1_5_2_-14_0.05,2781
0_0_1_1_5_2_-3_0.05,2395
1_1_2_1_5_1_-5_0.08,3547
0_1_2_0_5_8_-21_0.08,1067
0_0_2_1_5_12_-18_0.03,2615
0_0_1_1_5_3_-18_0.04,1701
0_1_2_1_5_8_-8_0.08,3568
1_0_2_1_5_7_-18_0.05,4955
1_1_2_0_5_4_-23_0.08,4543
1_0_2_1_5_7_-18_0.01,49
0_0_3_1_5_7_-9_0.03,2580
1_1_1_0_5_1_-5_0.09,3279
1_0_3_0_5_7_-20_0.03,3709
0_0_2_1_5_9_-6_0.07,1535
1_1_1_1_5_4_-2_0.07,4101
0_1_1_1_5_9_-17_0.09,4083
1_0_3_1_5_8_-23_0.02,2337
1_1_3_1_5_5_-20_0.09,2485
1_1_1_1_5_6_-4_0.09,3421
1_0_3_1_5_8_-23_0.05,1538
1_0_1_0_5_4_-13_0.05,2521
0_1_3_0_5_6_-17_0.02,3272
0_1_2_1_5_9_-1_0.05,1186
0_0_2_1_5_7_-22_0.01,126
1_0_2_1_5_12_-14_0.08,3225
1_1_2_1_5_9_-20_0.03,2225
0_0_2_1_5_7_-22_0.02,809
0_1_2_1_5_7_-21_0.07,1897
1_1_2_1_5_12_-19_0.04,4358
0_0_3_1_5_10_-21_0.08,1269
0_1_2_1_5_4_-2_0.02,1098
0_0_3_1_5_10_-21_0.07,2703
0_1_2_1_5_7_-21_0.09,1363
1_1_3_0_5_6_-12_0.05,672
0_0_3_1_5_10_-21_0.03,4249
0_0_1_1_5_5_-22_0.05,2740
1_0_3_0_5_10_-11_0.07,1768
0_0_3_1_5_8_-19_0.1,4306
1_0_1_1_5_9_-16_0.04,3759
1_0_3_0_5_10_-11_0.02,2959
0_0_1_0_5_3_-5_0.05,3293
0_0_1_0_5_2_-4_0.06,1783
0_0_1_0_5_3_-5_0.03,627
1_0_2_0_5_5_-9_0.03,1500
1_1_1_0_5_4_-10_0.02,216
0_1_1_0_5_5_-22_0.08,3098
1_1_1_1_5_8_-24_0.08,1608
1_0_2_0_5_5_-9_0.07,3230
1_1_3_0_5_10_-24_0.06,494
1_1_3_0_5_12_-2_0.1,3554
0_0_2_0_5_9_-11_0.07,2430
1_1_3_0_5_2_-19_0.1,784
0_0_2_0_5_5_-25_0.08,874
1_0_2_1_5_7_-2_0.06,510
0_0_1_1_5_9_-15_0.05,4000
1_1_1_0_5_7_-12_0.08,3074
1_1_1_0_5_6_-21_0.06,4275
1_1_2_1_5_9_-14_0.03,3094
1_1_1_0_5_6_-21_0.02,4154
1_0_1_0_5_6_-18_0.07,3437
1_1_3_1_5_3_-1_0.03,622
0_1_1_0_5_9_-7_0.03,4125
1_1_1_0_5_9_-10_0.09,3853
0_1_3_1_5_5_-3_0.07,4347
1_1_2_1_5_9_-14_0.09,863
0_0_2_1_5_4_-7_0.08,4398
1_1_1_0_5_3_-18_0.05,1770
0_0_2_1_5_12_-7_0.1,3801
0_0_1_0_5_6_-5_0.09,404
1_1_3_0_5_9_-15_0.04,2888
1_0_2_1_5_9_-20_0.05,2924
0_0_2_0_5_5_-21_0.03,2276
1_0_1_1_5_12_-25_0.05,2586
1_1_1_1_5_9_-3_0.03,1176
0_1_2_1_5_8_-25_0.07,3002
0_0_3_1_5_7_-1_0.04,1505
0_0_2_1_5_8_-7_0.01,1065
0_0_1_0_5_12_-9_0.07,4262
0_0_2_1_5_12_-20_0.02,3083
0_0_3_1_5_7_-1_0.01,1844
1_0_1_0_5_2_-24_0.07,3622
1_0_3_1_5_6_-12_0.04,2286
0_0_2_0_5_7_-3_0.02,2287
1_1_1_1_5_10_-7_0.01,2715
1_0_2_1_5_6_-1_0.03,2360
0_0_2_1_5_10_-22_0.09,2626
0_0_2_0_5_7_-3_0.07,3320
0_0_2_0_5_7_-3_0.04,2150
1_0_2_1_5_6_-1_0.09,907
1_0_2_1_5_3_-10_0.09,3453
0_1_1_0_5_9_-2_0.06,1295
1_1_2_0_5_2_-8_0.04,4653
0_0_2_1_5_10_-22_0.04,2923
0_0_1_0_5_10_-2_0.04,1688
0_1_1_1_5_8_-9_0.07,4596
0_1_1_1_5_9_-25_0.08,4695
1_1_3_0_5_9_-14_0.08,2526
1_1_3_1_5_11_-8_0.07,3640
0_0_2_1_5_10_-23_0.03,4639
1_0_1_0_5_7_-24_0.03,996
0_0_3_0_5_11_-24_0.06,1223
0_1_3_0_5_5_-17_0.07,3341
0_1_1_1_5_8_-9_0.09,4417
1_0_1_0_5_7_-24_0.05,4395
1_1_1_0_5_11_-11_0.09,3283
1_0_3_1_5_9_-23_0.02,253
1_0_3_1_5_9_-23_0.04,4890
1_1_2_0_5_1_-5_0.08,2280
0_1_2_0_5_6_-5_0.09,3269
0_1_3_1_5_6_-4_0.07,1609
1_0_2_0_5_7_-5_0.07,3120
1_0_1_1_5_5_-7_0.08,4207
0_1_3_0_5_7_-20_0.08,1092
1_0_2_0_5_7_-5_0.03,2329
1_0_2_0_5_10_-7_0.05,4470
0_0_2_0_5_9_-4_0.05,2336
1_1_2_0_5_10_-12_0.02,4046
0_1_2_0_5_1_-8_0.03,4304
1_1_3_1_5_6_-17_0.05,3783
1_1_3_0_5_7_-5_0.03,3669
1_1_3_1_5_6_-17_0.06,2555
1_1_3_1_5_6_-17_0.09,4139
1_1_2_1_5_12_-18_0.09,400
0_0_3_1_5_5_-23_0.08,4236
1_1_3_1_5_1_-22_0.1,3070
0_0_3_0_5_3_-11_0.09,3745
1_0_3_1_5_6_-10_0.08,1228
1_0_3_0_5_4_-11_0.05,3195
1_1_3_0_5_5_-10_0.07,2755
0_1_2_0_5_11_-16_0.09,2255
1_0_2_0_5_9_-12_0.07,4746
0_1_2_1_5_5_-16_0.02,3976
0_0_3_1_5_4_-19_0.09,4349
1_0_1_1_5_8_-15_0.01,4049
0_0_1_1_5_1_-15_0.02,437
1_1_2_1_5_12_-23_0.04,3878
0_1_1_1_5_7_-21_0.02,2876
0_0_3_0_5_4_-16_0.02,513
0_1_3_1_5_9_-12_0.02,2978
1_1_1_1_5_6_-11_0.05,361
0_1_2_0_5_8_-22_0.09,2556
1_0_1_1_5_5_-11_0.04,4619
0_1_1_1_5_12_-8_0.04,15
1_0_2_1_5_3_-7_0.1,1931
0_1_2_0_5_8_-22_0.05,3438
0_1_1_0_5_7_-5_0.1,4412
1_0_3_1_5_11_-12_0.1,1802
0_0_3_0_5_6_-2_0.04,143
0_0_2_1_5_7_-17_0.09,3643
0_1_1_1_5_2_-22_0.02,2682
0_1_1_1_5_2_-22_0.05,1430
1_0_3_1_5_5_-21_0.08,2796
1_1_1_1_5_1_-14_0.02,1711
1_1_1_0_5_3_-19_0.1,394
0_0_1_0_5_2_-21_0.08,2689
1_0_3_1_5_10_-10_0.05,756
1_1_1_0_5_3_-22_0.07,742
1_1_3_1_5_7_-11_0.05,3486
0_1_1_1_5_10_-25_0.02,2068
1_0_2_1_5_3_-18_0.03,3884
1_0_2_1_5_7_-17_0.06,4414
0_1_2_1_5_1_-9_0.06,1103
0_1_2_1_5_4_-15_0.1,206
1_1_2_0_5_8_-5_0.04,4089
1_1_3_1_5_6_-20_0.05,4783
0_0_1_1_5_11_-3_0.08,360
0_0_2_0_5_11_-16_0.07,1869
0_0_1_1_5_11_-3_0.07,4062
0_0_3_1_5_2_-14_0.06,536
1_0_2_0_5_9_-2_0.05,1807
0_0_2_0_5_11_-16_0.03,4285
0_0_2_0_5_11_-16_0.02,2516
1_0_2_0_5_9_-2_0.01,3948
0_1_1_1_5_2_-21_0.09,683
0_0_2_0_5_8_-2_0.07,2950
1_1_1_0_5_1_-25_0.07,1141
0_0_2_1_5_6_-21_0.07,1158
0_0_1_1_5_7_-25_0.07,904
0_0_1_1_5_12_-10_0.03,3732
1_0_1_1_5_8_-11_0.09,1316
1_1_2_1_5_5_-2_0.08,4744
0_1_1_1_5_2_-21_0.02,2102
1_0_1_0_5_1_-24_0.04,4960
0_1_2_0_5_5_-4_0.05,1926
1_1_1_1_5_1_-24_0.06,3127
1_0_3_0_5_1_-13_0.03,777
1_0_2_0_5_8_-16_0.07,4147
0_1_2_0_5_3_-4_0.03,3601
0_0_2_0_5_3_-21_0.05,2086
0_1_1_0_5_1_-9_0.08,1710
1_0_1_1_5_6_-19_0.03,4340
1_1_1_0_5_7_-3_0.03,482
0_1_1_0_5_7_-10_0.1,2993
1_0_2_0_5_8_-2_0.03,4077
1_1_3_1_5_9_-11_0.02,4736
1_1_1_0_5_8_-15_0.1,679
1_1_1_0_5_1_-25_0.03,3729
1_0_3_0_5_4_-18_0.1,1203
1_0_2_0_5_8_-2_0.06,2165
0_1_2_1_5_10_-12_0.03,661
0_1_2_1_5_6_-10_0.05,1418
1_0_2_0_5_1_-21_0.08,372
1_0_1_1_5_8_-21_0.08,4099
0_0_1_1_5_2_-8_0.02,2162
0_0_3_0_5_3_-7_0.05,991
1_1_3_0_5_9_-3_0.09,2041
1_1_2_0_5_11_-20_0.06,1557
1_1_3_1_5_4_-2_0.08,2688
0_0_1_0_5_8_-14_0.09,458
1_1_1_0_5_6_-25_0.03,3258
1_1_1_1_5_1_-18_0.09,3129
1_1_2_1_5_8_-25_0.06,1577
0_1_2_1_5_8_-15_0.09,503
0_0_1_0_5_10_-18_0.07,3022
1_0_1_0_5_2_-20_0.05,4752
0_0_1_0_5_9_-7_0.06,4899
0_0_3_1_5_12_-9_0.07,123
1_0_3_1_5_2_-2_0.01,415
1_0_3_0_5_2_-13_0.08,483
0_1_2_1_5_5_-12_0.03,2766
1_0_1_0_5_11_-23_0.02,2988
0_0_2_1_5_8_-21_0.05,1271
1_0_2_1_5_9_-4_0.05,827
1_0_2_1_5_2_-21_0.1,2295
1_0_2_1_5_3_-17_0.09,340
1_0_1_0_5_7_-18_0.01,199
0_0_1_0_5_1_-7_0.04,4072
0_0_3_1_5_5_-15_0.09,3819
0_1_2_0_5_6_-1_0.04,4978
1_0_2_1_5_3_-17_0.07,3256
0_0_1_1_5_5_-4_0.06,4359
1_1_3_1_5_11_-19_0.07,290
0_1_3_0_5_8_-5_0.09,1444
1_1_3_1_5_4_-2_0.01,4886
0_1_2_0_5_3_-17_0.06,4403
1_0_3_1_5_10_-3_0.04,2837
0_1_1_1_5_4_-6_0.1,263
0_1_2_0_5_4_-22_0.03,3735
0_0_3_1_5_9_-25_0.04,435
0_0_1_1_5_1_-3_0.05,4533
1_1_2_0_5_9_-21_0.04,4380
0_0_1_1_5_9_-23_0.04,4650
1_0_2_1_5_8_-10_0.05,2823
0_1_1_1_5_8_-1_0.02,3883
0_1_3_0_5_12_-17_0.08,4115
0_1_1_1_5_5_-9_0.06,5003
0_1_2_1_5_11_-20_0.07,3754
1_0_1_0_5_3_-2_0.09,2194
1_0_1_0_5_10_-23_0.09,1260
0_1_3_1_5_4_-4_0.01,596
1_0_1_0_5_3_-2_0.06,3493
1_1_1_0_5_3_-24_0.03,4255
0_1_2_1_5_11_-20_0.09,1574
1_0_3_1_5_9_-19_0.05,1806
1_0_1_0_5_10_-23_0.03,1700
0_1_1_0_5_2_-9_0.06,1313
0_1_3_1_5_9_-20_0.01,3593
1_0_3_1_5_11_-24_0.08,2221
1_1_3_0_5_4_-10_0.04,198
0_0_1_1_5_2_-20_0.05,1347
0_0_1_0_5_1_-2_0.06,4286
0_1_2_0_5_12_-25_0.09,433
0_1_3_0_5_5_-5_0.06,4525
0_1_2_0_5_7_-22_0.04,4269
0_0_2_1_5_1_-20_0.03,4034
1_1_1_1_5_11_-14_0.08,547
0_0_1_0_5_7_-21_0.06,2773
0_1_3_0_5_5_-1_0.07,4679
1_0_3_0_5_10_-15_0.01,1752
1_1_1_0_5_6_-22_0.05,274
1_0_2_1_5_1_-18_0.04,1436
0_1_3_0_5_10_-25_0.07,3712
0_1_3_1_5_8_-2_0.05,243
1_1_1_0_5_6_-22_0.03,1879
1_0_1_1_5_2_-16_0.03,1894
1_0_3_1_5_8_-4_0.04,2529
1_1_3_1_5_10_-10_0.08,390
0_1_1_0_5_12_-22_0.04,1049
1_1_1_1_5_7_-5_0.02,3702
1_1_2_0_5_3_-24_0.02,2480
1_0_3_1_5_8_-4_0.02,1652
1_1_1_1_5_8_-2_0.04,0
1_0_1_1_5_2_-16_0.09,4776
1_1_2_1_5_3_-14_0.07,3458
0_1_3_0_5_3_-6_0.02,4199
1_1_2_0_5_3_-24_0.09,2732
1_1_1_0_5_1_-18_0.04,4433
1_1_3_1_5_1_-14_0.08,2064
0_0_1_0_5_2_-25_0.06,1261
1_1_2_0_5_5_-22_0.1,223
0_1_3_1_5_5_-21_0.03,3603
0_0_2_1_5_9_-24_0.02,2449
1_0_1_1_5_11_-8_0.08,2009
0_0_2_0_5_6_-5_0.05,4157
1_1_1_0_5_10_-11_0.03,1722
0_0_3_0_5_1_-24_0.07,2957
1_0_3_1_5_9_-2_0.02,960
1_1_1_0_5_10_-11_0.07,2907
1_0_1_1_5_8_-23_0.02,1179
0_1_3_1_5_12_-10_0.04,4299
1_0_1_1_5_3_-7_0.07,572
1_0_3_1_5_9_-2_0.08,3310
1_1_3_1_5_8_-11_0.1,3528
1_1_2_0_5_7_-3_0.08,375
1_0_3_1_5_9_-11_0.02,478
1_0_3_0_5_4_-5_0.09,3315
1_1_3_0_5_2_-20_0.06,3671
0_0_2_0_5_11_-3_0.07,3063
1_0_3_1_5_8_-10_0.04,3693
0_1_1_1_5_3_-8_0.08,631
0_0_3_0_5_10_-21_0.05,4408
0_1_1_0_5_8_-22_0.07,438
1_1_2_0_5_4_-3_0.05,1815
1_1_1_0_5_2_-2_0.07,2656
1_1_3_0_5_3_-19_0.02,4593
1_0_1_1_5_8_-4_0.08,1860
1_0_2_0_5_4_-4_0.05,473
1_0_2_1_5_12_-13_0.08,1992
0_0_1_0_5_7_-14_0.03,1856
1_0_1_1_5_4_-22_0.02,2070
1_1_1_1_5_2_-25_0.08,3696
1_0_3_0_5_11_-14_0.03,5032
1_1_2_1_5_3_-10_0.06,1960
1_0_1_0_5_1_-9_0.08,2822
1_1_2_1_5_12_-5_0.07,2137
1_0_3_1_5_9_-16_0.07,2818
1_1_2_1_5_12_-21_0.03,4560
0_1_2_1_5_1_-16_0.05,1070
1_0_3_0_5_5_-2_0.04,1921
1_0_1_0_5_6_-23_0.1,1717
0_0_3_1_5_3_-23_0.07,1901
0_1_3_1_5_10_-19_0.03,520
0_1_2_1_5_7_-15_0.05,5025
0_1_3_1_5_3_-25_0.02,3288
1_1_1_1_5_5_-15_0.03,4782
1_0_3_0_5_7_-18_0.03,1763
0_1_2_1_5_7_-15_0.03,1857
0_1_2_0_5_3_-24_0.07,3491
1_1_1_0_5_4_-23_0.02,1233
1_1_2_1_5_1_-4_0.1,1152
0_0_3_0_5_11_-23_0.09,242
0_0_3_0_5_11_-23_0.06,4355
0_1_3_1_5_12_-14_0.08,4259
1_1_2_0_5_4_-2_0.09,4159
1_1_1_1_5_4_-12_0.06,2310
0_0_3_0_5_11_-23_0.03,1741
0_1_2_1_5_8_-21_0.05,2920
1_1_2_1_5_11_-13_0.07,4854
0_1_3_1_5_5_-20_0.07,1910
0_1_2_0_5_9_-19_0.04,3501
1_0_3_0_5_6_-12_0.09,3160
0_0_3_1_5_12_-1_0.04,4325
1_1_1_0_5_5_-10_0.02,2461
1_1_2_0_5_1_-12_0.07,1305
0_0_1_0_5_12_-7_0.08,4453
0_0_3_1_5_12_-1_0.02,228
1_1_2_1_5_8_-1_0.02,1218
0_1_1_1_5_1_-17_0.02,846
0_0_3_1_5_10_-15_0.06,2686
0_1_2_1_5_10_-19_0.04,4182
0_0_2_1_5_10_-12_0.04,3857
0_0_3_1_5_8_-24_0.05,959
1_0_1_1_5_3_-10_0.09,2931
0_0_2_0_5_3_-23_0.05,1562
1_0_2_0_5_3_-7_0.06,2976
0_0_1_1_5_8_-11_0.04,3594
0_1_2_1_5_8_-13_0.06,4387
0_1_2_0_5_6_-14_0.05,5008
1_0_1_1_5_6_-14_0.04,1620
0_0_2_1_5_8_-3_0.04,1617
1_0_1_1_5_6_-14_0.08,3859
0_0_2_0_5_10_-15_0.02,947
1_1_1_1_5_11_-20_0.08,645
1_1_2_1_5_3_-6_0.06,2176
0_0_2_1_5_9_-12_0.06,869
1_0_2_1_5_10_-17_0.1,981
1_1_2_0_5_6_-11_0.08,4436
0_0_2_0_5_7_-17_0.02,3513
1_0_1_0_5_8_-9_0.04,972
0_1_3_0_5_7_-3_0.03,2861
1_1_2_1_5_2_-16_0.03,4400
0_1_1_0_5_10_-20_0.07,4891
1_0_2_0_5_4_-6_0.06,5021
1_0_3_1_5_11_-8_0.02,2568
0_1_1_1_5_12_-23_0.1,3374
0_1_2_1_5_9_-13_0.02,2828
0_1_2_1_5_6_-4_0.09,4405
0_1_3_1_5_2_-21_0.03,2816
0_1_1_1_5_4_-24_0.02,1837
0_0_3_1_5_9_-6_0.02,4098
1_1_3_1_5_4_-1_0.03,667
0_0_1_1_5_3_-4_0.03,4113
0_0_2_1_5_4_-10_0.02,643
0_1_1_0_5_2_-23_0.05,1864
0_0_1_1_5_5_-12_0.08,3159
0_1_1_1_5_12_-24_0.06,4741
0_1_2_1_5_8_-16_0.05,2224
1_0_3_1_5_12_-13_0.05,3297
0_1_1_0_5_6_-23_0.02,1791
1_0_3_1_5_12_-13_0.02,567
1_0_2_1_5_8_-22_0.02,4856
0_0_3_0_5_4_-12_0.07,2679
0_0_3_0_5_8_-22_0.05,1781
0_1_3_1_5_1_-22_0.04,166
0_0_2_1_5_4_-4_0.05,4766
1_0_3_0_5_1_-22_0.07,3529
0_0_3_0_5_8_-22_0.02,1383
0_0_2_1_5_4_-4_0.09,3597
1_0_1_1_5_12_-8_0.02,4397
0_1_3_0_5_12_-4_0.09,3298
1_1_1_0_5_5_-7_0.08,2116
1_0_1_0_5_6_-15_0.04,3308
0_1_3_0_5_11_-9_0.05,4443
0_0_2_1_5_11_-14_0.09,2140
0_0_3_0_5_3_-3_0.09,3131
1_1_3_0_5_5_-13_0.02,4925
1_0_1_1_5_4_-18_0.08,2052
0_0_2_1_5_11_-14_0.06,3115
1_1_1_0_5_4_-20_0.03,2015
0_0_3_1_5_9_-18_0.01,1598
0_1_2_0_5_3_-22_0.03,4140
1_1_1_0_5_4_-20_0.06,1013
0_0_2_1_5_3_-10_0.05,2847
0_0_1_1_5_4_-5_0.01,3988
1_0_2_1_5_5_-10_0.02,4404
0_1_1_1_5_4_-7_0.08,4601
0_1_3_1_5_8_-5_0.04,2540
0_0_2_0_5_11_-21_0.08,269
0_1_3_1_5_8_-25_0.07,3039
0_0_2_0_5_5_-1_0.09,4517
0_1_1_1_5_4_-7_0.02,1812
0_1_1_1_5_9_-14_0.04,4666
1_1_2_0_5_2_-6_0.06,3868
0_0_2_0_5_11_-21_0.06,2642
1_0_1_1_5_9_-20_0.02,4464
0_0_1_1_5_8_-5_0.03,54
0_0_2_0_5_11_-21_0.02,176
0_1_2_0_5_11_-10_0.03,181
1_1_1_1_5_6_-25_0.03,3291
0_1_3_0_5_3_-6_0.07,2245
1_1_1_1_5_12_-18_0.07,4644
1_1_1_0_5_2_-9_0.02,3416
1_1_3_1_5_9_-23_0.09,3565
0_0_1_1_5_11_-18_0.04,219
0_0_2_0_5_3_-19_0.03,2625
0_0_2_0_5_5_-5_0.03,3719
1_0_2_0_5_11_-13_0.02,2966
1_0_3_1_5_12_-5_0.04,4540
1_0_1_1_5_1_-2_0.02,1725
1_0_1_1_5_1_-2_0.03,3684
0_0_3_1_5_6_-20_0.03,3507
0_0_2_1_5_7_-18_0.1,1522
1_0_3_1_5_12_-24_0.05,3767
1_0_1_1_5_1_-2_0.09,859
0_1_3_1_5_1_-3_0.06,4742
0_0_1_0_5_2_-5_0.04,2967
0_0_2_1_5_12_-17_0.1,2758
1_0_2_0_5_8_-11_0.05,966
0_1_3_1_5_2_-7_0.06,1371
0_1_1_0_5_3_-7_0.02,1713
0_1_3_1_5_2_-7_0.04,1441
0_0_1_0_5_7_-25_0.1,4250
1_1_3_0_5_9_-21_0.05,695
1_0_3_1_5_5_-11_0.04,3012
0_1_3_1_5_1_-16_0.07,4016
1_0_1_1_5_7_-23_0.04,241
1_0_2_1_5_7_-16_0.08,519
1_0_3_1_5_5_-11_0.03,940
1_0_2_0_5_11_-23_0.09,2026
1_0_2_1_5_7_-16_0.04,1127
1_0_2_1_5_7_-16_0.07,4187
1_0_1_0_5_2_-11_0.06,841
1_0_3_1_5_5_-11_0.09,1644
1_1_2_1_5_11_-24_0.02,1002
0_0_1_0_5_1_-16_0.03,2705
0_0_1_0_5_1_-16_0.06,1304
1_1_1_1_5_4_-15_0.05,2316
0_0_2_0_5_11_-25_0.09,4271
0_0_1_0_5_1_-16_0.09,3831
1_0_3_1_5_8_-25_0.05,345
1_0_1_0_5_8_-21_0.05,1565
1_0_2_0_5_11_-18_0.01,427
0_0_1_0_5_4_-25_0.01,1924
1_0_2_0_5_11_-18_0.03,1964
0_0_3_0_5_11_-22_0.07,3627
0_0_1_0_5_4_-25_0.04,758
0_0_3_0_5_6_-12_0.09,3794
0_0_1_0_5_4_-25_0.08,1346
1_0_2_1_5_7_-14_0.08,4911
1_0_2_0_5_4_-25_0.08,4369
0_0_3_1_5_4_-14_0.02,4627
0_0_3_0_5_4_-7_0.09,690
1_0_3_0_5_12_-19_0.07,3845
1_0_1_1_5_9_-7_0.06,1053
0_0_3_1_5_6_-5_0.07,2814
1_0_2_0_5_10_-24_0.03,4432
0_0_3_1_5_6_-5_0.03,3682
1_0_1_0_5_2_-8_0.04,4761
0_0_1_0_5_11_-14_0.03,1862
1_1_2_1_5_1_-24_0.06,4732
1_1_2_1_5_4_-25_0.08,3972
1_1_1_1_5_4_-8_0.08,4723
1_0_2_1_5_5_-20_0.05,2629
0_1_3_0_5_2_-6_0.04,4103
1_1_3_1_5_8_-17_0.01,4332
1_1_2_0_5_3_-20_0.03,2658
1_1_3_1_5_8_-17_0.07,1188
1_1_1_1_5_4_-8_0.01,1668
0_0_2_0_5_10_-3_0.01,3053
0_0_1_0_5_3_-4_0.09,646
0_1_1_0_5_2_-23_0.06,578
0_0_2_0_5_10_-3_0.04,4598
1_1_2_1_5_2_-12_0.03,3774
1_0_3_0_5_11_-16_0.08,946
1_1_2_1_5_6_-17_0.04,352
0_0_1_0_5_6_-24_0.09,912
1_1_3_0_5_2_-2_0.08,710
0_0_3_0_5_6_-9_0.05,94
0_0_1_0_5_6_-12_0.09,2193
1_1_3_1_5_5_-25_0.06,3492
0_1_2_0_5_6_-21_0.05,1310
0_1_1_1_5_7_-8_0.01,845
0_0_1_0_5_4_-13_0.1,1787
1_1_3_0_5_1_-3_0.07,3727
0_0_2_1_5_9_-18_0.04,1281
1_0_1_0_5_6_-19_0.09,286
0_1_2_0_5_7_-10_0.05,92
1_1_2_1_5_7_-23_0.01,3049
0_1_2_0_5_2_-20_0.04,4830
1_1_1_0_5_3_-1_0.01,1494
0_1_2_0_5_2_-20_0.06,3104
0_0_2_1_5_4_-15_0.02,1510
1_1_3_0_5_7_-14_0.02,2478
1_0_3_0_5_11_-22_0.08,275
